User Name,Review Time,Rating,clean_text,Tipe,Kelas,Nama_Hotel,AI_Sentiment,AI_Sentiment_Score,AI_Primary_Theme,AI_All_Themes
Barra Mahatva,2025,3,menginap pada hari Jumat 26 12 2025 secara umum layanannya oke tapi ada beberapa hal yang perlu diperhatikan 1 basement 3 tidak tercover oleh lift ini sangat merepotkan ketika kita datang tidak ada petugas yang mengarahkan ke lobi untuk reservasi maka kita langsung masuk ke parkir diarahkan ke basement 3 karena b1 dan b2 sudah penuh akhirnya kita harus ngangkat barang2 kita termasuk koper besar menuju basement 2 dengan naik tangga manual untuk petugas parkir perlu ditingkatkan kompetensi nya harus berhenti dulu ditanya mau memeriksa masuk atau tidak langsung mengarahkan ke b3 lebih mengecewakan lagi ketika sampai b2 ternyata masih ada beberapa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9404118061065674,Service Quality,"Service Quality (0.87); Facilities & Amenities (0.75); Location, Accessibility & Parking (0.69)"
virginia helzainka,2025,1,Anda bisa mendapatkan kamar yang lebih baik masuk ke tempat lain dengan harga yang sama banyak ulasan tentang layanan tapi jam cek masuk mulai jam 2 sampai jam 4 belum dapat kamar masuk kamar ac tidak dingin walaupun sudah 17 derajat perlu pemeliharaan manajemen harus nya antisipasi lonjakan pengunjung saat liburan dan menyewa sdm pekerja harian tambahan jika memang kewalahan tidak ada yang senang jika seperti ini,KOMPETITOR,Bintang 4,TheAlana,negative,0.9949226975440979,Facilities & Amenities,Facilities & Amenities (0.92); Check in/out Experience (0.90); Guest Experience (0.88)
Vincent Halim,2024,1,Saya tinggal di hotel ini selama 3 hari 2 malam untuk urusan pekerjaan yang paling aneh adalah pengisi daya mobil saya listrik saya sudah membayar untuk layanan cas mobil yaitu daya tapi masi dikenakan biaya vale 100rb di mana mana mana hotel harus nya ini merupakan layanan tambahan saya tidak akan ingin tinggal di hotel ini lagi bukan nya memudahkan pelanggan malah dibuat komersial,KOMPETITOR,Bintang 4,TheAlana,negative,0.9987566471099854,Pricing & Value for Money,Pricing & Value for Money (0.97); Facilities & Amenities (0.61); Guest Experience (0.59)
Yuni Meryani,2025,1,Maaf untuk mengatakan pelayanan kurang sabun saja pada padahal abis baru cek masuk jam 2 anak acara juga tidak diinfo saran saja kalau staf2 laki-laki jelasin memperbaiki pecat2in saja drpd lama2 rusak nama hotel ini lucunya ada staf keliling2 ngemis bintang 5 padahal kualitas magang itu pemimpinnya ckckck,KOMPETITOR,Bintang 4,TheAlana,negative,0.9991238713264465,Service Quality,Service Quality (0.90); Check in/out Experience (0.80); Management & Policy Issues (0.64)
Hanny Santoso,2025,1,sangat kecewa sekali dengan restoran kamarnya oke tapi restorannya sangat sangaat mengecewakan sekali katanya ada buffet makan malam ternyata sudah sampai di membatalkan sepihak tanpa ada pemberitahuan kembali untuk restorannya sangat2 mengecewakan untuk layanannya sangat tidak bertanggung jawab sekali mengecewakan konsumen parah,KOMPETITOR,Bintang 4,TheAlana,negative,0.9993283748626709,Guest Experience,Guest Experience (0.94); Food & Beverage (0.94); Facilities & Amenities (0.78)
Nahdya Maulina,2024,1,saya menginap bersama rekan kerja dan anak saya tanggal 11 14 September 2023 tanggal 13 September terjadi kondisi luar biasa di mana sebagian dari kami mengalami mual muntah dan diare kondisi ini juga terjadi pada anak saya kecurigaan berasal dari makanan dan minuman di dalam hotel penanganan yang diberikan adalah dengan menyediakan dokter namun sayangnya tidak ada obat yang sampai kepada kami sampai akhirnya kami checkout keesokan harinya sampai hari ini review ditulis rekan kerja saya masih kembali ke rumah sakit karena mengalami gejala mual dan diare anak saya juga kembali ke rumah sakit karena kondisinya sempat drop informasi yang didapatkan bukan hanya kelompok kerja tempat kami yang mengalami gejala tersebut melainkan kelompok,KOMPETITOR,Bintang 4,TheAlana,negative,0.9736334681510925,Check in/out Experience,Check in/out Experience (0.89); Guest Experience (0.72); Complaint Handling & Service Recovery (0.68)
Craggi Kreations (Ryan Cragg),2023,1,sangat kecewa masuk tinggal saya di alana hotel saya memiliki negatif dan positif tentang tinggal saya tetapi pengalaman keseluruhan saya sangat mengecewakan positif hotel sangat baik dijaga bersih makanan baik-baik saja pemandangan dari kamar adalah menakjubkan namun pengalaman negatif saya adalah dari staf khususnya di depan rumah cek masuk sangat lama dan staf sangat tidak ramah dan tidak membantu beberapa dapur staf juga tidak ramah semua orang berjalan di sekitar tidak tersenyum masuk mata saya hotel ini tidak memiliki keramahan tidak ramah tersenyum salam tamu dll staf membuat hotel jika staf lelah atau tidak bahagia itu,KOMPETITOR,Bintang 4,TheAlana,negative,0.9993818998336792,Facilities & Amenities,"Facilities & Amenities (0.99); Cleanliness, Hygiene & Maintenance (0.99); Check in/out Experience (0.98)"
R Dhanur,2025,1,Sep 23 saya keracunan disini muntah muntah 2x jam 9 malem dan jam 2 pagi dan juga kolega saya di pertamina hulu rokan ada yang sampai diinfus akhirnya saya ke ugd rs terdekat disanapun banyak pasien dengan gejala yang sama dan tamu alana hal yang paling tidak bisa terima tidak ada permintaan maaf dan kompensasi kami akan pertimbangkan untuk tinggal di sini Juni 23 ya allah alana kok bisa2 nya ada renovasi dekat ruang pertemuan pekerjaan dilakukan pagi hari di jam pertemuan 2020 review pula dekat sempurna dekat masjid dan pengadilan makanan ah poong memiliki anak-anak taman bermain dan kolam renang lucu untuk anak-anak,KOMPETITOR,Bintang 4,TheAlana,negative,0.9931527376174927,Facilities & Amenities,Facilities & Amenities (0.61); Guest Experience (0.61); Service Quality (0.48)
xia chau,2025,1,Anda harus tahu menu sarapan baik tapi layanan sangat buruk mereka mungkin menutup sarapan pada 10 pagi saya makan pada 9 tapi mereka sudah tidak mengisi makanan dan minuman juga pada 9ish mereka staf sudah mengambil roti dan sesuatu yang lain geez pada 10 saya kira staf mendekati saya tentang mengatakan maaf dan mencoba untuk memberi saya kue dari hotel saya akan menerima tapi staf tidak benar-benar maaf sebaliknya mereka mencoba untuk membenarkan apa yang sebenarnya terjadi mengatakan mereka mengambil untuk memanaskannya lol ketika saya akhirnya makan itu bahkan tidak hangatnya itu dingin sekalipun tidak hanya satu,KOMPETITOR,Bintang 4,TheAlana,negative,0.9981142282485962,Food & Beverage,Food & Beverage (0.99); Guest Experience (0.89); Facilities & Amenities (0.82)
Imelda Cragg,2023,1,hospitalitynya 1 bintang saya adalah anggota kepulauan dibandingkan dengan hotel anggota aston yang lain alana hospitalitynya 1 bintang buku saya dari mei 2022 untuk ulang tahun saya di dec 22 untuk 2 malam dan ternyata notenya tidak ada cek masuk tgl 19 kantor depan tidak ramah padahal habis berkeliaran 3 jam 5 jam lelah setelah menunggu lama ternyata tidak ada minuman selamat datang saya harus minta ke kantor depan baru dapat vouchernya kemudian saya tanya di mana ya diresto bu oke kita jalan ke resto resto resto tanya minumnya di mana ya itu di mana itu di depan itu itu eeh jalan lagi kita tanya di mana,KOMPETITOR,Bintang 4,TheAlana,negative,0.9958661794662476,Staff Conduct & Hospitality,Staff Conduct & Hospitality (0.92); Service Quality (0.91); Guest Experience (0.82)
Mila Erastuti,2019,1,saya menginap bersama keluarga saya di hotel ini sangat2 mengecewakan kami harus membayar 2 2jt untuk kamar tipe standar yang ukurannya kecil tv di kamar mengecewakan hari pertama datang hanya dapat 20 saluran dari 64 saluran di daftar saluran dengan kualitas gambar yang sangat jelek teknisi sudah datang ke kamar untuk memperbaikinya tetapi hari kedua di pagi hari saluran tv nya kembali kesalahan rasa makanan yang standar saja pengalaman tidur di hotel ini2 mengecewakan rasanya saya terlalu mahal untuk membayar kamar ini saya tidak akan bahkan merekomendasikan saudara atau teman saya menginap di sana hanya kolam renang saja yang bagus dan bersih,KOMPETITOR,Bintang 4,TheAlana,negative,0.999349057674408,Facilities & Amenities,Facilities & Amenities (0.99); Guest Experience (0.98); Service Quality (0.88)
Chung Lim,2024,1,Makanan Indonesia tidak enak cappuccino biaya ekstra hampir hanya karbohidrat telur sayuran banyak goreng dan beberapa item murah lainnya kami mengharapkan sedikit kualitas untuk makanan karena hotel ini adalah hotel bintang empat dan tidak termurah juga,KOMPETITOR,Bintang 4,TheAlana,negative,0.9839462041854858,Pricing & Value for Money,Pricing & Value for Money (0.97); Food & Beverage (0.79); Guest Experience (0.23)
ellyda hasan,2022,1,Saya pesan 30 pax fullboard untuk keperluan pertemuan instansi kebetulan saya h 2 ada beberapa rekan yang terjangkit covid termasuk saya sudah berkomunikasi dengan penjualan untuk pengajuan pembatalan atau reschedule dengan alasan menunggu hasil pcr karena habis kontak erat dengan penyintas covid tapi penjualan tidak mau tahu harus tetap di jadwal saya pun berpikir berarti prokes hotel ini sangat patut dipertanyakan akhirnya kesepakatan pengurangan pax menjadi 10 pax kalian tidak mau rugi karena blgnya sudah pesan bahan makanan tapi ngorbanin tamu hotel lain seperti rekanku yang trnyata otg gimana oke kalian masih bisa mendapatkan uang 10,KOMPETITOR,Bintang 4,TheAlana,negative,0.9960604310035706,Booking & Reservation Experience,Booking & Reservation Experience (0.77); Pricing & Value for Money (0.63); Complaint Handling & Service Recovery (0.57)
Depp Naa,2025,1,Pelayanannya sangat buruk sekali tidak ramah sama pelanggan sangan mengecewakan,KOMPETITOR,Bintang 4,TheAlana,negative,0.999430239200592,Guest Experience,Guest Experience (1.00); Service Quality (0.81); Check in/out Experience (0.79)
mr Widi,2023,1,kami mengadakan acara di sini tgl 12 sd 14 des hotel keren dn mahal ngga cocok lah buat pemerintah yang pagunya standar setiap penambahan layanan ada harga yang tidak bisa dicakup dari standar biaya tapi sayang saat sarapan nemu ulat di sayurnya telah menanggapi keluhan ini tapi belum ada disampaikan dari pihak hotel ya semoga dengan harga yang mahal kualitas layanan pun semakin meningkat di tingkatkan,KOMPETITOR,Bintang 4,TheAlana,negative,0.7480031847953796,Service Quality,Service Quality (0.83); Pricing & Value for Money (0.62); Guest Experience (0.62)
Bientoro Hadi Wibowo,2019,1,Layanan resto buruk harga 50 ribu menunggu makan minum 45 menit sampai 1 jam begitu sampai rasanya blah nasi goreng cuma nasi minyak kecap sate ya gitulah lulusan mana itu kokinya menyedihkan,KOMPETITOR,Bintang 4,TheAlana,negative,0.9992616772651672,Food & Beverage,Food & Beverage (0.97); Facilities & Amenities (0.94); Guest Experience (0.92)
Irfan Faqih,2022,1,hotel bintang 4 rasa bintang 2 diluar ekpektasi prokesnya tipis banget area publik kaya restoran dan kolam renangnya kaya lagi tidak ada pandemi tidak ada petugas yang keliling untuk sekedar mengingatkan jaga jarak semua antrian rapet orang yang masuk ke kolam renang juga dibiarin saja meskipun sepertinya sudah penuh kapasitas,KOMPETITOR,Bintang 4,TheAlana,negative,0.6409202814102173,Facilities & Amenities,Facilities & Amenities (0.99); Service Quality (0.94); Food & Beverage (0.92)
xnxx,2020,1,hotel 1 2jt cuma numpang tidur doang di kamar 3021 kamar mandi tidak bisa dipakai sama sekali udara kotor dari lemari terus keluar dan bau komplain dari jam 3 pagi karena terganggu dengan bau kotoran sampai dengan jam 9 pagi tidak ada tindak lanjut terpaksa checkout karena keburu badmood,KOMPETITOR,Bintang 4,TheAlana,negative,0.9992607235908508,Guest Experience,Guest Experience (0.64); Facilities & Amenities (0.62); Pricing & Value for Money (0.61)
Budi Setiawan,2023,1,untuk hotel bintang seperti ini sarapannya lengkap tapi sayang hampir semua masakannya tidak enak enak disini bukan dari variasi hidanganannya tapi rasanya memang tidak enak saya makan semuanya sisa,KOMPETITOR,Bintang 4,TheAlana,negative,0.9768140912055969,Service Quality,Service Quality (0.72); Guest Experience (0.70); Food & Beverage (0.70)
Kartika Herera,2023,1,Semua baik-baik saja hanya kecewa dengan layanan saya tinggal pada 1 Januari 2 Januari 2023 untuk nye kamar adalah twin bed diminta untuk menggabungkan dan staf mengatakan ya menunggu 30 menit tidak ada yang datang dan mencoba untuk menelepon mereka lagi sedih tidak ada yang datang sampai memeriksa keluar pada hari kedua saya membawa anakku ke taman bermain anak lantai tiga suasana yang sangat baik ruang bermain adalah baik hanya udara sangat dikemas dan sempit asumsikan mereka memutar AC hanya setengah area meminta staf untuk memutar AC mereka berkata ya tapi hanya Tuhan yang tahu kapan mereka akan melakukannya lagi,KOMPETITOR,Bintang 4,TheAlana,negative,0.9981630444526672,Service Quality,Service Quality (0.99); Guest Experience (0.99); Facilities & Amenities (0.98)
arjuna Ray,2025,1,pesan online makanan masa wajib dititip depos keamanan bukan arahnya jauh ngambilnya tolong dievaluasi pihak manajemen,KOMPETITOR,Bintang 4,TheAlana,neutral,0.9286718964576721,Safety & Security,Safety & Security (0.84); Booking & Reservation Experience (0.73); Check in/out Experience (0.68)
Nurul Aini,2024,1,pengalaman buruk melihat depan kamar adalah tukang yang sedang bekerja sehingga membuat tidak nyaman dan risih saat memeriksa masuk pun tidak diinfokan merusak liburan bersama keluarga,KOMPETITOR,Bintang 4,TheAlana,negative,0.9990565180778503,Guest Experience,Guest Experience (0.98); Check in/out Experience (0.98); Service Quality (0.97)
Irpan Mardiansyah,2023,1,sudah sering saya menginap di hotel area sentul air panas mandi tidak berfungsi baik tolong di perhatikan kerena ini sangat penting bagi hotel berbintang seperti alana,KOMPETITOR,Bintang 4,TheAlana,negative,0.7312626838684082,Facilities & Amenities,Facilities & Amenities (0.81); Service Quality (0.80); Religious & Halal Features (0.75)
Yunus irianto,2025,1,Secara keseluruhan cukup baik resto besar dan cepat makan juga cukup nikmat khusus terima kasih untuk Jessica dari Alana hotel,KOMPETITOR,Bintang 4,TheAlana,positive,0.9980254173278809,Service Efficiency & Responsiveness,Service Efficiency & Responsiveness (0.99); Service Quality (0.99); Food & Beverage (0.98)
Dian Novita,2023,1,pertama kali tinggal di sini dan menjadi pengalaman buruk buat saya dan suami kamar kami bau dan ac tidak dingin sekali setelah ganti kamar tetap tidak dingin cukup sekali ini tinggal di sini,KOMPETITOR,Bintang 4,TheAlana,negative,0.998259961605072,Guest Experience,Guest Experience (0.97); Check in/out Experience (0.85); Religious & Halal Features (0.54)
Rian Joko,2024,1,kolam renang nya kurang nya bersih kmren berenang sampai tadi sakit tanganku masih berserakan di daerah kolam renang anak saya merasa kurang nyaman,KOMPETITOR,Bintang 4,TheAlana,negative,0.9987589120864868,Facilities & Amenities,Facilities & Amenities (0.92); Service Quality (0.81); Sustainability & Environmental Quality (0.69)
Annisa ramadhanti,2019,1,Mau cek masuk lama banget sudah 2 jam menunggu sampai jam4 sore belum bisa cek masuk juga kasian bawa anak kecil nih tolong dong di perbaiki pelayanannya,KOMPETITOR,Bintang 4,TheAlana,negative,0.9991760849952698,Service Quality,Service Quality (0.80); Guest Experience (0.64); Check in/out Experience (0.63)
alya ranjani,2024,1,Aku sudah tinggal di sini beberapa kali hanya sekarang proses check masuk membuang waktu saya kamar tampaknya tidak siap dengan benar tapi staf cukup baik-baik saja terima kasih Sahra,KOMPETITOR,Bintang 4,TheAlana,negative,0.5591586828231812,Service Quality,Service Quality (0.98); Guest Experience (0.97); Check in/out Experience (0.95)
Budi Firman Haryono,2019,1,Aku benar-benar kecewa dengan Alana aku dipesan 2 kamar mewah menghubungkan kamar pada hari Sabtu 12 Mei tiba-tiba AC mati atau rusak selama lebih dari 3 jam pada malam hari insinyur mengunjungi kamar kami masuk beberapa kali tapi masalah masih tidak pernah teratasi,KOMPETITOR,Bintang 4,TheAlana,negative,0.9994562268257141,Guest Experience,Guest Experience (0.89); Booking & Reservation Experience (0.88); Service Quality (0.85)
Azel 150211,2021,1,gratis pemesanan kamar di hotel ini dari jauh hari h 1 pihak hotel bisa menghubungi kita dan bilang kamar penuh yang mana sebelumnya saya sudah mengkonfirmasi mendapatkan kamar hotel abal abal banget ni,KOMPETITOR,Bintang 4,TheAlana,negative,0.9988927245140076,Booking & Reservation Experience,Booking & Reservation Experience (0.77); Guest Experience (0.48); Check in/out Experience (0.35)
teddyanto soetedjo,2019,1,Klo abis hujan banyak binatang kecil2nya pada msk kamar serem restorannya pelit anak 7 tahun bayar,KOMPETITOR,Bintang 4,TheAlana,negative,0.9972577691078186,Pricing & Value for Money,Pricing & Value for Money (0.84); Food & Beverage (0.82); Sustainability & Environmental Quality (0.81)
Irma Ferani,2024,1,Aku memesan satu tempat tidur tapi mendapat 2 tempat tidur Aku meminta untuk diubah menjadi satu tempat tidur tapi mengatakan itu penuh Aku tidak ingin bergabung dengan tempat tidur itu sangat mengecewakan untuk menghabiskan akhir pekan di sini,KOMPETITOR,Bintang 4,TheAlana,negative,0.9987905621528625,Booking & Reservation Experience,Booking & Reservation Experience (0.91); Guest Experience (0.87); Personalized & Special Services (0.81)
Rick Garcia,2020,1,Tempat tidur yang buruk dan mandi yang buruk air bergeser panas dan dingin jelas manajemen tidak peduli atau mereka akan mengubah kamar saya ketika saya awalnya berkomunikasi masalah,KOMPETITOR,Bintang 4,TheAlana,negative,0.9989649057388306,Facilities & Amenities,Facilities & Amenities (1.00); Guest Experience (0.95); Service Quality (0.94)
Donny Valensius Susanto,2020,1,sangat mengecewakan biaya tambahan tanpa pemberitahuan sebelumnya tetapi pihak hotel bersikeras sudah ada pemberitahuan,KOMPETITOR,Bintang 4,TheAlana,negative,0.9992814660072327,Pricing & Value for Money,Pricing & Value for Money (0.80); Guest Experience (0.77); Service Quality (0.53)
Jett Crone,2024,1,Staff sangat tidak menghormati ingin bertanya tentang toilet masuk lobi area tapi mereka tidak memberikan saya gerakan yang baik,KOMPETITOR,Bintang 4,TheAlana,negative,0.9991629123687744,Guest Experience,Guest Experience (0.91); Check in/out Experience (0.83); Facilities & Amenities (0.81)
Sovia Sovia,2024,1,layanan buruk lelet gratis tidak lengkap cuci tidak rapi makanan sarapan begitu begitu,KOMPETITOR,Bintang 4,TheAlana,negative,0.9987702965736389,Guest Experience,Guest Experience (0.99); Facilities & Amenities (0.99); Food & Beverage (0.98)
Insan Vikry,2023,1,Hotel nya keren cuma kamar harus menunggu lama bikin bosan,KOMPETITOR,Bintang 4,TheAlana,positive,0.9765466451644897,Guest Experience,Guest Experience (0.81); Service Quality (0.80); Sustainability & Environmental Quality (0.61)
